datetime,hour,weekday,day,is_weekend,is_holiday,temperature,weather,orders_total,region_A_orders,region_B_orders,region_C_orders,region_D_orders,region_E_orders
2024-01-01 22:00:00,22,0,1,0,1,27.110674567829218,1,116,21,47,5,1,42
2024-01-01 23:00:00,23,0,1,0,1,22.719434785531604,1,64,34,6,19,5,0
2024-01-02 00:00:00,0,1,2,0,0,25.445968734602044,0,31,14,5,4,3,5
2024-01-02 01:00:00,1,1,2,0,0,27.49716390851063,0,17,2,0,13,2,0
2024-01-02 02:00:00,2,1,2,0,0,23.79652981117174,2,12,5,4,2,1,0
2024-01-02 03:00:00,3,1,2,0,0,28.46154769359607,0,2,2,0,0,0,0
2024-01-02 04:00:00,4,1,2,0,0,25.61730288624026,1,14,0,6,2,2,4
2024-01-02 05:00:00,5,1,2,0,0,26.628718791164587,0,26,11,8,3,0,4
2024-01-02 06:00:00,6,1,2,0,0,25.783070614337014,0,36,17,9,4,1,5
2024-01-02 07:00:00,7,1,2,0,0,33.229218314309385,0,57,17,7,19,12,2
2024-01-02 08:00:00,8,1,2,0,0,27.71588188395619,0,77,32,0,18,26,1
2024-01-02 09:00:00,9,1,2,0,0,24.667020660171527,0,95,32,20,20,9,14
2024-01-02 10:00:00,10,1,2,0,0,30.391351783536933,0,96,29,11,15,10,31
2024-01-02 11:00:00,11,1,2,0,0,24.344527045129666,2,166,38,36,28,19,45
2024-01-02 12:00:00,12,1,2,0,0,28.716760728763738,3,132,55,17,40,5,15
2024-01-02 13:00:00,13,1,2,0,0,22.294036192411596,1,174,62,13,50,30,19
2024-01-02 14:00:00,14,1,2,0,0,24.271123397876273,2,105,21,16,23,22,23
2024-01-02 15:00:00,15,1,2,0,0,28.928652299945078,0,87,14,32,30,3,8
2024-01-02 16:00:00,16,1,2,0,0,30.635601173242918,3,55,31,18,4,2,0
2024-01-02 17:00:00,17,1,2,0,0,29.016178656164584,0,108,57,13,11,13,14
2024-01-02 18:00:00,18,1,2,0,0,28.23673464828828,3,100,52,21,20,6,1
2024-01-02 19:00:00,19,1,2,0,0,27.761701180475104,4,108,6,25,41,23,13
2024-01-02 20:00:00,20,1,2,0,0,24.310499963056838,1,159,22,30,26,6,75
2024-01-02 21:00:00,21,1,2,0,0,26.667301698466773,3,89,41,15,13,13,7
2024-01-02 22:00:00,22,1,2,0,0,27.525394972013373,1,93,8,12,17,52,4
2024-01-02 23:00:00,23,1,2,0,0,32.15885736790921,0,58,5,13,9,31,0
2024-01-03 00:00:00,0,2,3,0,0,30.098221299463383,0,26,5,8,11,2,0
2024-01-03 01:00:00,1,2,3,0,0,23.857811960474187,1,26,4,6,1,6,9
2024-01-03 02:00:00,2,2,3,0,0,30.19843452559138,0,11,4,3,1,1,2
2024-01-03 03:00:00,3,2,3,0,0,28.149864126834,1,10,2,4,3,1,0
2024-01-03 04:00:00,4,2,3,0,0,27.3529454669729,3,5,2,0,1,2,0
2024-01-03 05:00:00,5,2,3,0,0,31.297006997620688,0,19,9,3,1,5,1
2024-01-03 06:00:00,6,2,3,0,0,32.63290356488332,1,35,11,8,9,4,3
2024-01-03 07:00:00,7,2,3,0,0,32.411326489698936,2,49,19,21,0,9,0
2024-01-03 08:00:00,8,2,3,0,0,27.177063058190992,2,66,25,3,16,20,2
2024-01-03 09:00:00,9,2,3,0,0,28.84395047504244,3,53,30,5,16,0,2
2024-01-03 10:00:00,10,2,3,0,0,30.84188649667406,1,119,31,19,28,12,29
2024-01-03 11:00:00,11,2,3,0,0,32.850870982401744,3,105,49,12,13,17,14
2024-01-03 12:00:00,12,2,3,0,0,28.56247728646413,1,195,90,20,38,31,16
2024-01-03 13:00:00,13,2,3,0,0,29.51840669961559,0,175,69,31,43,20,12
2024-01-03 14:00:00,14,2,3,0,0,26.831375827082457,0,88,41,5,16,12,14
2024-01-03 15:00:00,15,2,3,0,0,26.636365774917476,1,104,20,33,14,36,1
2024-01-03 16:00:00,16,2,3,0,0,32.736770109514644,0,61,21,16,8,2,14
2024-01-03 17:00:00,17,2,3,0,0,34.44171616918071,1,97,25,22,17,5,28
2024-01-03 18:00:00,18,2,3,0,0,30.23035998540927,1,132,72,8,22,23,7
2024-01-03 19:00:00,19,2,3,0,0,33.52996854679665,0,199,55,55,33,20,36
2024-01-03 20:00:00,20,2,3,0,0,31.67683710985037,1,180,36,60,27,19,38
2024-01-03 21:00:00,21,2,3,0,0,28.728703105432956,1,131,22,23,31,47,8
2024-01-03 22:00:00,22,2,3,0,0,31.819951180035705,0,89,15,11,49,13,1
2024-01-03 23:00:00,23,2,3,0,0,35.0,0,56,30,12,9,0,5
2024-01-04 00:00:00,0,3,4,0,0,30.77037440559488,0,25,6,10,7,2,0
2024-01-04 01:00:00,1,3,4,0,0,35.0,0,17,4,1,1,3,8
2024-01-04 02:00:00,2,3,4,0,0,23.158914919251252,2,9,4,3,2,0,0
2024-01-04 03:00:00,3,3,4,0,0,33.553321803212874,0,7,3,1,3,0,0
2024-01-04 04:00:00,4,3,4,0,0,31.417755957971096,1,12,6,4,1,1,0
2024-01-04 05:00:00,5,3,4,0,0,30.328124314978595,0,13,3,1,2,5,2
2024-01-04 06:00:00,6,3,4,0,0,31.568486240104882,0,42,31,0,0,1,10
2024-01-04 07:00:00,7,3,4,0,0,25.398075458974958,2,46,9,13,8,1,15
2024-01-04 08:00:00,8,3,4,0,0,30.768860433352856,1,78,14,22,27,8,7
2024-01-04 09:00:00,9,3,4,0,0,32.565818197837075,0,84,18,5,38,18,5
2024-01-04 10:00:00,10,3,4,0,0,35.0,0,81,21,14,30,15,1
2024-01-04 11:00:00,11,3,4,0,0,30.071389827336432,0,170,39,41,50,9,31
2024-01-04 12:00:00,12,3,4,0,0,29.26582525490902,0,173,26,59,66,20,2
2024-01-04 13:00:00,13,3,4,0,0,30.250630945402992,1,173,60,66,38,9,0
2024-01-04 14:00:00,14,3,4,0,0,34.56618995373121,0,110,36,31,13,16,14
2024-01-04 15:00:00,15,3,4,0,0,32.8697990859166,0,76,17,1,21,27,10
2024-01-04 16:00:00,16,3,4,0,0,30.357303093288856,0,100,21,22,19,11,27
2024-01-04 17:00:00,17,3,4,0,0,33.54889494233858,2,87,44,5,16,8,14
2024-01-04 18:00:00,18,3,4,0,0,32.3623004599096,4,86,31,41,10,4,0
2024-01-04 19:00:00,19,3,4,0,0,35.0,0,227,68,32,105,22,0
2024-01-04 20:00:00,20,3,4,0,0,30.087238721754456,1,175,81,8,11,73,2
2024-01-04 21:00:00,21,3,4,0,0,31.27075727032957,0,132,61,34,18,16,3
2024-01-04 22:00:00,22,3,4,0,0,31.13721255679523,0,100,29,10,8,11,42
2024-01-04 23:00:00,23,3,4,0,0,27.982228523704887,1,69,31,13,19,4,2
2024-01-05 00:00:00,0,4,5,0,0,33.31980908596767,2,28,7,8,7,6,0
2024-01-05 01:00:00,1,4,5,0,0,33.27272302442969,3,6,0,3,1,2,0
2024-01-05 02:00:00,2,4,5,0,0,32.5624361721551,1,13,4,6,3,0,0
2024-01-05 03:00:00,3,4,5,0,0,31.900298255874866,0,9,5,3,0,0,1
2024-01-05 04:00:00,4,4,5,0,0,28.414332205038537,1,9,0,2,3,3,1
2024-01-05 05:00:00,5,4,5,0,0,31.454309865581127,0,17,6,1,2,6,2
2024-01-05 06:00:00,6,4,5,0,0,31.7433160649894,1,38,5,16,4,10,3
2024-01-05 07:00:00,7,4,5,0,0,30.41924976085928,0,54,11,18,7,3,15
2024-01-05 08:00:00,8,4,5,0,0,32.396250401069196,1,68,11,27,24,2,4
2024-01-05 09:00:00,9,4,5,0,0,34.14568597335597,0,106,27,9,33,12,25
2024-01-05 10:00:00,10,4,5,0,0,35.0,0,110,43,43,13,8,3
2024-01-05 11:00:00,11,4,5,0,0,33.562302044667696,2,155,29,62,32,24,8
2024-01-05 12:00:00,12,4,5,0,0,33.86282111591777,0,181,28,57,58,4,34
2024-01-05 13:00:00,13,4,5,0,0,32.91781743626469,1,136,62,31,19,13,11
2024-01-05 14:00:00,14,4,5,0,0,27.435206796992794,0,116,53,24,34,1,4
2024-01-05 15:00:00,15,4,5,0,0,33.16172025987251,0,93,16,62,7,7,1
2024-01-05 16:00:00,16,4,5,0,0,33.4710663553735,0,95,55,12,22,5,1
2024-01-05 17:00:00,17,4,5,0,0,35.0,0,100,14,46,10,17,13
2024-01-05 18:00:00,18,4,5,0,0,32.80962278511087,2,118,53,17,22,22,4
2024-01-05 19:00:00,19,4,5,0,0,34.33855648512969,0,198,23,119,6,31,19
2024-01-05 20:00:00,20,4,5,0,0,33.37634565244853,3,122,40,48,15,6,13
2024-01-05 21:00:00,21,4,5,0,0,30.020367530682325,1,120,29,35,51,4,1
2024-01-05 22:00:00,22,4,5,0,0,35.0,0,98,19,19,26,27,7
2024-01-05 23:00:00,23,4,5,0,0,35.0,1,45,13,12,10,5,5
2024-01-06 00:00:00,0,5,6,1,0,35.0,1,28,10,5,0,11,2
2024-01-06 01:00:00,1,5,6,1,0,30.975394595014777,1,21,14,0,2,5,0
2024-01-06 02:00:00,2,5,6,1,0,35.0,0,16,5,5,4,2,0
2024-01-06 03:00:00,3,5,6,1,0,29.58261793824281,0,4,1,1,1,1,0
2024-01-06 04:00:00,4,5,6,1,0,35.0,2,4,2,1,0,0,1
2024-01-06 05:00:00,5,5,6,1,0,35.0,2,22,6,1,8,4,3
2024-01-06 06:00:00,6,5,6,1,0,30.938456266491613,2,38,9,11,6,11,1
2024-01-06 07:00:00,7,5,6,1,0,32.25045042721194,0,65,22,22,8,12,1
2024-01-06 08:00:00,8,5,6,1,0,34.286894558254595,1,91,30,8,22,5,26
2024-01-06 09:00:00,9,5,6,1,0,32.51542588115001,0,109,22,20,0,42,25
2024-01-06 10:00:00,10,5,6,1,0,29.4110875771681,0,137,51,18,17,23,28
2024-01-06 11:00:00,11,5,6,1,0,34.30530163318352,0,189,34,48,42,24,41
2024-01-06 12:00:00,12,5,6,1,0,30.948543435247693,1,215,103,40,17,20,35
2024-01-06 13:00:00,13,5,6,1,0,35.0,0,177,31,39,26,81,0
2024-01-06 14:00:00,14,5,6,1,0,31.44677583182299,0,127,20,7,43,43,14
2024-01-06 15:00:00,15,5,6,1,0,35.0,2,71,13,20,17,17,4
2024-01-06 16:00:00,16,5,6,1,0,31.922078668659164,0,83,28,17,22,16,0
2024-01-06 17:00:00,17,5,6,1,0,33.33799113120322,0,108,18,30,19,40,1
2024-01-06 18:00:00,18,5,6,1,0,35.0,0,153,57,5,25,64,2
2024-01-06 19:00:00,19,5,6,1,0,30.674128943182115,2,188,34,9,54,79,12
2024-01-06 20:00:00,20,5,6,1,0,35.0,1,198,35,37,37,86,3
2024-01-06 21:00:00,21,5,6,1,0,35.0,0,182,47,14,120,0,1
2024-01-06 22:00:00,22,5,6,1,0,29.63273605230949,2,81,28,11,12,21,9
2024-01-06 23:00:00,23,5,6,1,0,35.0,2,74,21,12,34,5,2
2024-01-07 00:00:00,0,6,7,1,0,35.0,0,31,17,4,3,4,3
2024-01-07 01:00:00,1,6,7,1,0,35.0,1,17,5,6,3,3,0
2024-01-07 02:00:00,2,6,7,1,0,30.85219542699611,1,11,2,5,0,3,1
2024-01-07 03:00:00,3,6,7,1,0,30.626827509429102,1,15,9,1,5,0,0
2024-01-07 04:00:00,4,6,7,1,0,35.0,0,12,8,0,1,1,2
2024-01-07 05:00:00,5,6,7,1,0,35.0,2,19,2,6,7,3,1
2024-01-07 06:00:00,6,6,7,1,0,35.0,1,43,16,7,5,5,10
2024-01-07 07:00:00,7,6,7,1,0,35.0,0,72,26,14,13,18,1
2024-01-07 08:00:00,8,6,7,1,0,32.662883098024494,0,85,31,21,4,19,10
2024-01-07 09:00:00,9,6,7,1,0,35.0,0,106,49,19,15,17,6
2024-01-07 10:00:00,10,6,7,1,0,35.0,0,129,21,46,23,38,1
2024-01-07 11:00:00,11,6,7,1,0,32.61990581712023,1,193,39,50,7,94,3
2024-01-07 12:00:00,12,6,7,1,0,35.0,0,231,88,85,36,5,17
2024-01-07 13:00:00,13,6,7,1,0,35.0,0,182,54,25,32,24,47
2024-01-07 14:00:00,14,6,7,1,0,31.24236134286869,1,120,47,24,9,28,12
2024-01-07 15:00:00,15,6,7,1,0,35.0,0,112,8,50,18,36,0
2024-01-07 16:00:00,16,6,7,1,0,31.924032519440118,3,69,18,7,19,18,7
2024-01-07 17:00:00,17,6,7,1,0,35.0,0,110,25,48,8,7,22
2024-01-07 18:00:00,18,6,7,1,0,35.0,0,146,46,27,7,27,39
2024-01-07 19:00:00,19,6,7,1,0,32.428111678564036,0,264,61,44,95,27,37
2024-01-07 20:00:00,20,6,7,1,0,35.0,0,226,60,89,44,33,0
2024-01-07 21:00:00,21,6,7,1,0,35.0,0,142,25,43,25,7,42
2024-01-07 22:00:00,22,6,7,1,0,35.0,1,99,51,26,6,11,5
2024-01-07 23:00:00,23,6,7,1,0,35.0,3,62,15,14,7,16,10
2024-01-08 00:00:00,0,0,8,0,0,34.20905460567412,0,25,1,6,13,5,0
2024-01-08 01:00:00,1,0,8,0,0,32.69275349059932,1,29,5,5,7,12,0
2024-01-08 02:00:00,2,0,8,0,0,32.29340369204088,1,6,0,4,2,0,0
2024-01-08 03:00:00,3,0,8,0,0,32.52174248243496,2,8,1,0,3,0,4
2024-01-08 04:00:00,4,0,8,0,0,34.74433537435593,0,9,3,2,1,2,1
2024-01-08 05:00:00,5,0,8,0,0,35.0,0,19,2,6,2,6,3
2024-01-08 06:00:00,6,0,8,0,0,35.0,0,35,11,6,18,0,0
2024-01-08 07:00:00,7,0,8,0,0,35.0,1,38,10,6,8,4,10
2024-01-08 08:00:00,8,0,8,0,0,35.0,2,58,38,10,6,2,2
2024-01-08 09:00:00,9,0,8,0,0,35.0,0,91,39,19,21,5,7
2024-01-08 10:00:00,10,0,8,0,0,34.20450645185005,0,102,27,46,16,11,2
2024-01-08 11:00:00,11,0,8,0,0,35.0,2,127,34,40,22,22,9
2024-01-08 12:00:00,12,0,8,0,0,35.0,2,161,49,64,28,17,3
2024-01-08 13:00:00,13,0,8,0,0,32.428146561392865,3,112,45,10,6,34,17
2024-01-08 14:00:00,14,0,8,0,0,31.785799457380577,1,116,33,60,18,1,4
2024-01-08 15:00:00,15,0,8,0,0,35.0,0,72,25,9,6,28,4
2024-01-08 16:00:00,16,0,8,0,0,34.323519914213406,1,71,16,19,28,8,0
2024-01-08 17:00:00,17,0,8,0,0,35.0,1,96,14,9,50,2,21
2024-01-08 18:00:00,18,0,8,0,0,35.0,0,141,62,73,2,1,3
2024-01-08 19:00:00,19,0,8,0,0,34.76286124624806,1,161,45,26,10,7,73
2024-01-08 20:00:00,20,0,8,0,0,32.435259348393025,1,169,23,39,37,27,43
2024-01-08 21:00:00,21,0,8,0,0,30.424631663273683,0,152,33,21,39,59,0
2024-01-08 22:00:00,22,0,8,0,0,33.62240212471639,1,96,22,17,17,18,22
2024-01-08 23:00:00,23,0,8,0,0,35.0,1,50,18,16,3,10,3
2024-01-09 00:00:00,0,1,9,0,0,35.0,3,15,10,1,2,0,2
2024-01-09 01:00:00,1,1,9,0,0,31.198502220629912,0,14,3,5,3,1,2
2024-01-09 02:00:00,2,1,9,0,0,35.0,0,9,4,1,1,1,2
2024-01-09 03:00:00,3,1,9,0,0,35.0,1,7,1,3,0,2,1
2024-01-09 04:00:00,4,1,9,0,0,32.251108378812305,0,12,3,2,5,2,0
2024-01-09 05:00:00,5,1,9,0,0,35.0,1,17,2,4,3,3,5
2024-01-09 06:00:00,6,1,9,0,0,35.0,1,24,8,10,3,2,1
2024-01-09 07:00:00,7,1,9,0,0,31.43394512188045,0,51,21,7,3,17,3
2024-01-09 08:00:00,8,1,9,0,0,35.0,1,58,20,2,3,19,14
2024-01-09 09:00:00,9,1,9,0,0,35.0,1,94,19,18,24,4,29
2024-01-09 10:00:00,10,1,9,0,0,35.0,0,92,28,38,7,16,3
2024-01-09 11:00:00,11,1,9,0,0,35.0,2,153,80,14,19,14,26
2024-01-09 12:00:00,12,1,9,0,0,30.648467903466784,2,159,72,36,15,2,34
2024-01-09 13:00:00,13,1,9,0,0,31.94948495145396,1,165,59,27,6,55,18
2024-01-09 14:00:00,14,1,9,0,0,35.0,1,114,30,34,6,33,11
2024-01-09 15:00:00,15,1,9,0,0,35.0,0,73,19,27,3,0,24
2024-01-09 16:00:00,16,1,9,0,0,35.0,2,50,25,8,13,2,2
2024-01-09 17:00:00,17,1,9,0,0,35.0,1,74,25,11,24,7,7
2024-01-09 18:00:00,18,1,9,0,0,35.0,1,124,9,85,13,7,10
2024-01-09 19:00:00,19,1,9,0,0,35.0,2,172,42,79,7,28,16
2024-01-09 20:00:00,20,1,9,0,0,35.0,0,188,57,30,67,20,14
2024-01-09 21:00:00,21,1,9,0,0,35.0,2,122,56,33,12,16,5
2024-01-09 22:00:00,22,1,9,0,0,33.61723982570932,0,95,29,26,13,8,19
2024-01-09 23:00:00,23,1,9,0,0,35.0,0,49,13,8,8,1,19
2024-01-10 00:00:00,0,2,10,0,0,32.19208951933882,0,31,5,16,4,5,1
2024-01-10 01:00:00,1,2,10,0,0,33.77278073184197,3,14,3,1,5,2,3
2024-01-10 02:00:00,2,2,10,0,0,32.99909511250586,2,7,0,1,2,4,0
2024-01-10 03:00:00,3,2,10,0,0,34.67203732908075,1,9,1,1,5,1,1
2024-01-10 04:00:00,4,2,10,0,0,35.0,1,10,3,4,3,0,0
2024-01-10 05:00:00,5,2,10,0,0,28.764926314708735,1,18,4,1,2,3,8
2024-01-10 06:00:00,6,2,10,0,0,35.0,2,21,7,0,5,6,3
2024-01-10 07:00:00,7,2,10,0,0,29.46602806625129,0,65,12,13,24,16,0
2024-01-10 08:00:00,8,2,10,0,0,32.856042948299574,0,72,8,28,21,2,13
2024-01-10 09:00:00,9,2,10,0,0,35.0,0,103,40,35,23,4,1
2024-01-10 10:00:00,10,2,10,0,0,34.39788859181079,1,105,13,43,24,12,13
2024-01-10 11:00:00,11,2,10,0,0,30.93736641006332,1,142,11,63,58,5,5
2024-01-10 12:00:00,12,2,10,0,0,31.98954344864611,0,200,34,76,26,10,54
2024-01-10 13:00:00,13,2,10,0,0,35.0,0,160,52,74,19,8,7
2024-01-10 14:00:00,14,2,10,0,0,31.87197797521509,2,96,17,41,9,23,6
2024-01-10 15:00:00,15,2,10,0,0,34.67522861224453,0,98,22,28,37,10,1
2024-01-10 16:00:00,16,2,10,0,0,34.12465598270312,1,69,14,19,7,23,6
2024-01-10 17:00:00,17,2,10,0,0,31.9945425732028,3,57,24,8,12,12,1
2024-01-10 18:00:00,18,2,10,0,0,35.0,0,138,10,30,62,10,26
2024-01-10 19:00:00,19,2,10,0,0,35.0,0,201,44,54,43,14,46
2024-01-10 20:00:00,20,2,10,0,0,27.754048168616453,1,178,33,102,15,24,4
2024-01-10 21:00:00,21,2,10,0,0,34.347534070927935,2,119,75,1,17,10,16
2024-01-10 22:00:00,22,2,10,0,0,31.760837677088794,1,92,29,16,12,15,20
2024-01-10 23:00:00,23,2,10,0,0,35.0,3,42,9,19,9,3,2
2024-01-11 00:00:00,0,3,11,0,0,31.282691822546287,0,23,6,12,4,1,0
2024-01-11 01:00:00,1,3,11,0,0,33.272082280014565,1,12,5,5,1,1,0
2024-01-11 02:00:00,2,3,11,0,0,35.0,1,12,1,4,1,1,5
2024-01-11 03:00:00,3,3,11,0,0,35.0,2,8,4,0,1,2,1
2024-01-11 04:00:00,4,3,11,0,0,29.879591740396933,0,10,2,4,0,2,2
2024-01-11 05:00:00,5,3,11,0,0,32.430410750606015,2,17,4,9,0,4,0
2024-01-11 06:00:00,6,3,11,0,0,31.96186974597137,1,28,12,3,7,3,3
2024-01-11 07:00:00,7,3,11,0,0,31.378870522950546,0,58,20,3,17,12,6
2024-01-11 08:00:00,8,3,11,0,0,35.0,0,67,5,5,16,33,8
2024-01-11 09:00:00,9,3,11,0,0,34.456207019103026,2,71,42,2,12,11,4
2024-01-11 10:00:00,10,3,11,0,0,29.40886857988479,0,110,52,43,15,0,0
2024-01-11 11:00:00,11,3,11,0,0,35.0,0,152,27,25,41,59,0
2024-01-11 12:00:00,12,3,11,0,0,35.0,0,170,56,40,25,26,23
2024-01-11 13:00:00,13,3,11,0,0,35.0,2,120,20,36,40,21,3
2024-01-11 14:00:00,14,3,11,0,0,28.42824520261089,1,127,13,11,38,46,19
2024-01-11 15:00:00,15,3,11,0,0,31.480831184313598,1,109,50,15,18,15,11
2024-01-11 16:00:00,16,3,11,0,0,35.0,0,76,26,21,13,2,14
2024-01-11 17:00:00,17,3,11,0,0,30.703073171667796,1,84,28,5,27,17,7
2024-01-11 18:00:00,18,3,11,0,0,34.10291789900839,1,116,23,59,6,16,12
2024-01-11 19:00:00,19,3,11,0,0,35.0,2,165,61,10,24,42,28
2024-01-11 20:00:00,20,3,11,0,0,29.87965301645553,2,146,45,56,16,8,21
2024-01-11 21:00:00,21,3,11,0,0,32.42548358781491,0,144,57,26,33,27,1
2024-01-11 22:00:00,22,3,11,0,0,22.8232937820205,1,78,42,9,12,15,0
2024-01-11 23:00:00,23,3,11,0,0,29.416394283887147,0,71,13,32,13,8,5
2024-01-12 00:00:00,0,4,12,0,0,31.67374380059446,1,24,3,5,12,4,0
2024-01-12 01:00:00,1,4,12,0,0,28.629423822206693,0,20,3,0,10,7,0
2024-01-12 02:00:00,2,4,12,0,0,35.0,0,10,3,1,1,3,2
2024-01-12 03:00:00,3,4,12,0,0,27.963319576240977,0,17,3,1,5,4,4
2024-01-12 04:00:00,4,4,12,0,0,30.873264543295562,1,10,2,5,2,0,1
2024-01-12 05:00:00,5,4,12,0,0,32.52472622340009,0,17,13,0,2,2,0
2024-01-12 06:00:00,6,4,12,0,0,35.0,1,27,16,5,3,1,2
2024-01-12 07:00:00,7,4,12,0,0,27.70150618946019,0,52,8,10,16,10,8
2024-01-12 08:00:00,8,4,12,0,0,35.0,0,70,16,26,24,4,0
2024-01-12 09:00:00,9,4,12,0,0,31.9142449399963,1,75,15,27,28,5,0
2024-01-12 10:00:00,10,4,12,0,0,28.875457647481134,0,133,40,21,39,22,11
2024-01-12 11:00:00,11,4,12,0,0,33.142212498946414,0,154,69,14,53,14,4
2024-01-12 12:00:00,12,4,12,0,0,32.28848515030899,1,198,45,107,31,10,5
2024-01-12 13:00:00,13,4,12,0,0,29.82554985068099,0,184,19,32,56,72,5
2024-01-12 14:00:00,14,4,12,0,0,31.769996544875127,0,100,16,32,6,6,40
2024-01-12 15:00:00,15,4,12,0,0,30.33853969271656,0,80,27,9,31,6,7
2024-01-12 16:00:00,16,4,12,0,0,31.768428132619142,2,80,19,11,31,15,4
2024-01-12 17:00:00,17,4,12,0,0,33.34717422634078,1,72,36,26,8,1,1
2024-01-12 18:00:00,18,4,12,0,0,35.0,1,125,42,30,24,27,2
2024-01-12 19:00:00,19,4,12,0,0,27.51169986989565,1,194,29,49,45,50,21
2024-01-12 20:00:00,20,4,12,0,0,35.0,0,152,15,17,97,1,22
2024-01-12 21:00:00,21,4,12,0,0,25.231350891519696,0,152,47,42,15,8,40
2024-01-12 22:00:00,22,4,12,0,0,30.56279494641373,1,90,9,17,15,24,25
2024-01-12 23:00:00,23,4,12,0,0,32.71317948696714,0,54,35,7,4,8,0
2024-01-13 00:00:00,0,5,13,1,0,31.72082812612983,0,38,10,9,8,7,4
2024-01-13 01:00:00,1,5,13,1,0,28.938930997647617,0,21,9,7,2,0,3
2024-01-13 02:00:00,2,5,13,1,0,30.111397612438637,0,5,1,2,2,0,0
2024-01-13 03:00:00,3,5,13,1,0,29.185059565271832,3,13,9,2,0,1,1
2024-01-13 04:00:00,4,5,13,1,0,28.823834763874835,0,9,3,3,2,1,0
2024-01-13 05:00:00,5,5,13,1,0,33.06817614418366,1,24,4,2,7,3,8
2024-01-13 06:00:00,6,5,13,1,0,31.517436808045414,0,45,26,5,3,9,2
2024-01-13 07:00:00,7,5,13,1,0,28.294267297686275,3,58,16,10,8,13,11
2024-01-13 08:00:00,8,5,13,1,0,32.997992268631805,0,96,35,14,33,12,2
2024-01-13 09:00:00,9,5,13,1,0,31.146884209789317,0,115,37,16,29,0,33
2024-01-13 10:00:00,10,5,13,1,0,32.58896710561742,1,127,17,37,36,23,14
2024-01-13 11:00:00,11,5,13,1,0,31.964270155377882,1,188,30,11,22,5,120
2024-01-13 12:00:00,12,5,13,1,0,27.513014967233783,0,231,81,31,36,54,29
2024-01-13 13:00:00,13,5,13,1,0,28.243692480443762,0,197,63,83,33,3,15
2024-01-13 14:00:00,14,5,13,1,0,32.08997701783316,0,137,77,19,7,33,1
2024-01-13 15:00:00,15,5,13,1,0,31.60269839889648,0,103,33,32,21,9,8
2024-01-13 16:00:00,16,5,13,1,0,29.632010845966466,0,114,36,29,37,9,3
2024-01-13 17:00:00,17,5,13,1,0,29.969468282276686,0,106,10,40,44,11,1
2024-01-13 18:00:00,18,5,13,1,0,33.37289968476074,0,171,44,19,51,39,18
2024-01-13 19:00:00,19,5,13,1,0,27.6872639645906,0,256,35,16,113,64,28
2024-01-13 20:00:00,20,5,13,1,0,31.025003611400887,1,220,65,63,41,15,36
2024-01-13 21:00:00,21,5,13,1,0,28.69853301078127,3,121,59,43,14,4,1
2024-01-13 22:00:00,22,5,13,1,0,28.573139007725334,1,128,62,14,28,13,11
2024-01-13 23:00:00,23,5,13,1,0,32.44326298252396,0,65,31,4,15,15,0
2024-01-14 00:00:00,0,6,14,1,0,31.543615477722092,0,35,3,18,10,4,0
2024-01-14 01:00:00,1,6,14,1,0,31.42801959725438,3,12,6,4,2,0,0
2024-01-14 02:00:00,2,6,14,1,0,32.82374770635573,0,11,4,5,2,0,0
